datetime;Level 101 (m);Level 102 (m);Level 103(m)
13/06/2024;0,5611;0,6789;0,7221
13/06/2024;0,5644;0,6783;0,7215
13/06/2024;0,5639;0,6783;0,7214
13/06/2024;0,5608;0,6783;0,7197
13/06/2024;0,5625;0,6789;0,7195
13/06/2024;0,5645;0,6793;0,7208
13/06/2024;0,5646;0,6764;0,7187
13/06/2024;0,563;0,6778;0,7209
13/06/2024;0,5637;0,6791;0,7185
13/06/2024;0,563;0,6768;0,7213
13/06/2024;0,5635;0,6767;0,7211
13/06/2024;0,5632;0,6788;0,7199
13/06/2024;0,5634;0,6768;0,7194
13/06/2024;0,5614;0,675;0,7189
13/06/2024;0,561;0,676;0,7205
13/06/2024;0,5621;0,676;0,72
13/06/2024;0,56;0,675;0,7203
13/06/2024;0,5618;0,677;0,7206
13/06/2024;0,5598;0,6748;0,7208
13/06/2024;0,5621;0,6753;0,721
13/06/2024;0,5625;0,6749;0,7189
13/06/2024;0,5616;0,6757;0,7203
13/06/2024;0,5609;0,6803;0,721
13/06/2024;0,5598;0,6767;0,719
13/06/2024;0,5614;0,6766;0,7196
13/06/2024;0,5612;0,6724;0,7212
13/06/2024;0,5609;0,6746;0,7192
13/06/2024;0,5612;0,6732;0,7178
13/06/2024;0,5618;0,6731;0,7196
13/06/2024;0,5619;0,6729;0,7195
13/06/2024;0,5602;0,6702;0,7192
13/06/2024;0,5612;0,6701;0,7211
13/06/2024;0,5626;0,6729;0,7193
13/06/2024;0,5604;0,6742;0,72
13/06/2024;0,5609;0,6741;0,7201
13/06/2024;0,5626;0,6774;0,7211
13/06/2024;0,5611;0,6771;0,7235
13/06/2024;0,5596;0,6805;0,7193
13/06/2024;0,5606;0,6773;0,719
13/06/2024;0,5609;0,6635;0,7162
13/06/2024;0,5603;0,6706;0,7179
13/06/2024;0,5621;0,6708;0,7177
13/06/2024;0,5606;0,6746;0,7188
13/06/2024;0,5612;0,6708;0,7194
13/06/2024;0,5611;0,6744;0,7188
13/06/2024;0,5619;0,6723;0,7212
13/06/2024;0,5649;0,6722;0,7246
13/06/2024;0,5614;0,6725;0,7254
13/06/2024;0,5616;0,6723;0,7253
13/06/2024;0,5584;0,6724;0,7265
13/06/2024;0,5601;0,673;0,7265
13/06/2024;0,5602;0,6726;0,7262
13/06/2024;0,5612;0,6731;0,7208
13/06/2024;0,5617;0,6733;0,7146
13/06/2024;0,5608;0,6747;0,721
13/06/2024;0,5621;0,6738;0,7238
13/06/2024;0,5648;0,6756;0,7266
13/06/2024;0,5659;0,6783;0,7242
13/06/2024;0,5661;0,6872;0,729
13/06/2024;0,5684;0,6798;0,7282
13/06/2024;0,5682;0,6734;0,7284
13/06/2024;0,5703;0,6696;0,7296
13/06/2024;0,5662;0,6692;0,7301
13/06/2024;0,5577;0,673;0,7255
13/06/2024;0,5638;0,6728;0,7305
13/06/2024;0,5654;0,6733;0,7311
13/06/2024;0,5688;0,6716;0,732
13/06/2024;0,5665;0,6719;0,7329
13/06/2024;0,5704;0,6725;0,7345
13/06/2024;0,5694;0,6695;0,7334
13/06/2024;0,57;0,6692;0,7349
13/06/2024;0,5705;0,6624;0,7374
13/06/2024;0,5705;0,6736;0,7381
13/06/2024;0,5708;0,6764;0,7291
13/06/2024;0,5719;0,6725;0,7241
13/06/2024;0,5716;0,6741;0,7228
13/06/2024;0,5725;0,6731;0,7251
13/06/2024;0,5738;0,6739;0,7296
13/06/2024;0,576;0,6756;0,7291
13/06/2024;0,5757;0,6751;0,7294
13/06/2024;0,5777;0,6745;0,7301
13/06/2024;0,5818;0,6753;0,731
13/06/2024;0,5852;0,6736;0,7316
13/06/2024;0,5795;0,6745;0,7303
13/06/2024;0,575;0,6767;0,733
13/06/2024;0,5725;0,6743;0,7304
13/06/2024;0,5736;0,677;0,7425
13/06/2024;0,5779;0,6756;0,7439
13/06/2024;0,5778;0,6755;0,7407
13/06/2024;0,5785;0,6747;0,7418
13/06/2024;0,5796;0,6767;0,7411
13/06/2024;0,5807;0,6775;0,7424
13/06/2024;0,5816;0,6774;0,7442
13/06/2024;0,5805;0,6784;0,7437
14/06/2024;0,5826;0,6778;0,7453
14/06/2024;0,5788;0,6807;0,7474
14/06/2024;0,59;0,6809;0,7468
14/06/2024;0,5922;0,6818;0,7489
14/06/2024;0,5901;0,6807;0,7512
14/06/2024;0,5913;0,681;0,7507
14/06/2024;0,5909;0,6824;0,7532
14/06/2024;0,5939;0,6835;0,7534
14/06/2024;0,6045;0,684;0,7543
14/06/2024;0,6102;0,6857;0,7549
14/06/2024;0,6163;0,6846;0,7576
14/06/2024;0,6223;0,687;0,7583
14/06/2024;0,6254;0,6829;0,7587
14/06/2024;0,6306;0,6852;0,76
14/06/2024;0,6359;0,6853;0,7604
14/06/2024;0,6367;0,688;0,7624
14/06/2024;0,6409;0,6906;0,7627
14/06/2024;0,6427;0,6862;0,7628
14/06/2024;0,6452;0,6869;0,7617
14/06/2024;0,6467;0,6905;0,7625
14/06/2024;0,6501;0,6917;0,7635
14/06/2024;0,6511;0,6974;0,7635
14/06/2024;0,6514;0,6976;0,7638
14/06/2024;0,6522;0,6998;0,7646
14/06/2024;0,6522;0,7016;0,7628
14/06/2024;0,6541;0,7014;0,7635
14/06/2024;0,6535;0,7033;0,7606
14/06/2024;0,6533;0,7025;0,7628
14/06/2024;0,6507;0,7042;0,7625
14/06/2024;0,65;0,7072;0,7645
14/06/2024;0,6501;0,7071;0,7649
14/06/2024;0,649;0,7079;0,7604
14/06/2024;0,6478;0,7062;0,7622
14/06/2024;0,6477;0,7085;0,7632
14/06/2024;0,6444;0,7089;0,7623
14/06/2024;0,6441;0,7082;0,7645
14/06/2024;0,6392;0,7109;0,7633
14/06/2024;0,6399;0,7094;0,7636
14/06/2024;0,6385;0,7135;0,7638
14/06/2024;0,6391;0,7109;0,7627
14/06/2024;0,6388;0,7109;0,7633
14/06/2024;0,6332;0,7109;0,7625
14/06/2024;0,6328;0,7126;0,7631
14/06/2024;0,6324;0,7136;0,7649
14/06/2024;0,6299;0,7145;0,7643
14/06/2024;0,6306;0,7128;0,7638
14/06/2024;0,6288;0,7137;0,7624
14/06/2024;0,6285;0,7157;0,7644
14/06/2024;0,6279;0,7135;0,764
14/06/2024;0,6264;0,716;0,7633
14/06/2024;0,626;0,7141;0,7646
14/06/2024;0,6238;0,7142;0,7638
14/06/2024;0,624;0,7144;0,7653
14/06/2024;0,6254;0,7147;0,764
14/06/2024;0,624;0,7145;0,7635
14/06/2024;0,623;0,7142;0,7638
14/06/2024;0,6208;0,7147;0,7653
14/06/2024;0,6219;0,7151;0,7657
14/06/2024;0,6214;0,7141;0,766
14/06/2024;0,6198;0,7142;0,7643
14/06/2024;0,621;0,7168;0,7651
14/06/2024;0,6198;0,714;0,766
14/06/2024;0,6217;0,7146;0,764
14/06/2024;0,6193;0,7152;0,7658
14/06/2024;0,6181;0,717;0,7634
14/06/2024;0,6179;0,7171;0,7635
14/06/2024;0,6187;0,7175;0,7638
14/06/2024;0,6188;0,7166;0,7639
14/06/2024;0,619;0,7174;0,7635
14/06/2024;0,6169;0,7172;0,7637
14/06/2024;0,6171;0,7182;0,7643
14/06/2024;0,6179;0,7173;0,7643
14/06/2024;0,6153;0,7179;0,764
14/06/2024;0,617;0,7177;0,7641
14/06/2024;0,6143;0,7174;0,7657
14/06/2024;0,6139;0,7176;0,7632
14/06/2024;0,6136;0,7176;0,7638
14/06/2024;0,6137;0,7182;0,7649
14/06/2024;0,6129;0,7175;0,7667
14/06/2024;0,6125;0,7172;0,7669
14/06/2024;0,6125;0,7174;0,7665
14/06/2024;0,6118;0,7187;0,7656
14/06/2024;0,6109;0,7185;0,7664
14/06/2024;0,6106;0,7161;0,7663
14/06/2024;0,6122;0,7173;0,7668
14/06/2024;0,6093;0,7163;0,7664
14/06/2024;0,6095;0,7168;0,7668
14/06/2024;0,61;0,7175;0,7661
14/06/2024;0,6108;0,7174;0,7656
14/06/2024;0,611;0,7169;0,7656
14/06/2024;0,6105;0,7169;0,7656
14/06/2024;0,6095;0,7173;0,7664
14/06/2024;0,6098;0,7175;0,7658
14/06/2024;0,6094;0,7165;0,7656
14/06/2024;0,6095;0,7171;0,7653
14/06/2024;0,609;0,7172;0,7668
14/06/2024;0,6088;0,7157;0,7663
14/06/2024;0,6081;0,7174;0,7644
14/06/2024;0,6075;0,7172;0,7651
14/06/2024;0,607;0,7169;0,764
14/06/2024;0,6068;0,7178;0,7643
14/06/2024;0,6074;0,7166;0,765
14/06/2024;0,6063;0,717;0,7646
14/06/2024;0,6061;0,7154;0,7643
14/06/2024;0,6055;0,7144;0,7649
14/06/2024;0,6067;0,7165;0,7647
14/06/2024;0,6059;0,7158;0,7652
14/06/2024;0,6042;0,7175;0,7644
14/06/2024;0,6043;0,7157;0,765
14/06/2024;0,6031;0,7075;0,7652
14/06/2024;0,6034;0,7073;0,764
14/06/2024;0,6036;0,7104;0,7654
14/06/2024;0,6036;0,7083;0,7656
14/06/2024;0,603;0,7067;0,7647
14/06/2024;0,6033;0,7055;0,7654
14/06/2024;0,6028;0,7071;0,7645
14/06/2024;0,6026;0,7059;0,7643
14/06/2024;0,6014;0,7059;0,7632
14/06/2024;0,6022;0,7078;0,7624
14/06/2024;0,6023;0,7078;0,7635
14/06/2024;0,6008;0,7185;0,7632
14/06/2024;0,602;0,7182;0,7553
14/06/2024;0,6019;0,7185;0,7538
14/06/2024;0,601;0,7164;0,7593
14/06/2024;0,6014;0,7183;0,7228
14/06/2024;0,6004;0,7163;0,7622
14/06/2024;0,6001;0,7181;0,7603
14/06/2024;0,599;0,7182;0,7592
14/06/2024;0,5978;0,7196;0,7587
14/06/2024;0,5993;0,72;0,7607
14/06/2024;0,5984;0,7181;0,7601
14/06/2024;0,6;0,7172;0,7602
14/06/2024;0,5983;0,7164;0,7622
14/06/2024;0,5877;0,7172;0,762
14/06/2024;0,5868;0,7151;0,7614
14/06/2024;0,5884;0,7168;0,7611
14/06/2024;-0,0038;0,7178;0,7616
14/06/2024;0,6046;0,7173;0,7601
14/06/2024;0,6031;0,7199;0,7616
14/06/2024;0,6047;0,7181;0,76
14/06/2024;0,6038;0,7171;0,7612
14/06/2024;0,6038;0,7173;0,7619
14/06/2024;0,605;0,7186;0,7629
14/06/2024;0,6036;0,7171;0,7627
14/06/2024;0,6038;0,7169;0,7612
14/06/2024;0,603;0,7148;0,7605
14/06/2024;0,6034;0,7139;0,7598
14/06/2024;0,6018;0,7145;0,7609
14/06/2024;0,6036;0,7153;0,7594
14/06/2024;0,6013;0,7157;0,761
14/06/2024;0,6024;0,7157;0,7619
14/06/2024;0,6028;0,7165;0,762
14/06/2024;0,6037;0,7155;0,7633
14/06/2024;0,6036;0,7146;0,7619
14/06/2024;0,6022;0,7149;0,7616
14/06/2024;0,6018;0,7165;0,7615
14/06/2024;0,601;0,7151;0,7622
14/06/2024;0,6021;0,7146;0,761
14/06/2024;0,5998;0,7142;0,7606
14/06/2024;0,6013;0,7164;0,7581
14/06/2024;0,6021;0,7162;0,7577
14/06/2024;0,6021;0,7167;0,7584
14/06/2024;0,6031;0,7137;0,7594
14/06/2024;0,6018;0,713;0,7591
14/06/2024;0,6015;0,7133;0,7592
14/06/2024;0,6011;0,7115;0,7599
14/06/2024;0,6021;0,7134;0,7594
14/06/2024;0,6006;0,7131;0,7586
14/06/2024;0,6005;0,7119;0,7588
14/06/2024;0,5976;0,7122;0,7597
14/06/2024;0,5975;0,7119;0,7586
14/06/2024;0,5976;0,7142;0,7583
14/06/2024;0,5985;0,7134;0,7576
14/06/2024;0,5988;0,7114;0,7595
14/06/2024;0,5985;0,7116;0,7595
14/06/2024;0,5994;0,7121;0,7599
14/06/2024;0,5989;0,7117;0,757
14/06/2024;0,5974;0,7103;0,7566
14/06/2024;0,5977;0,7125;0,7567
14/06/2024;0,5988;0,712;0,7553
14/06/2024;0,597;0,7112;0,7565
14/06/2024;0,597;0,7123;0,7565
14/06/2024;0,5963;0,7105;0,7554
14/06/2024;0,5985;0,7107;0,7553
14/06/2024;0,5986;0,7122;0,7552
14/06/2024;0,5989;0,7105;0,7572
14/06/2024;0,596;0,7117;0,7561
14/06/2024;0,5953;0,7101;0,7544
14/06/2024;0,5954;0,71;0,7542
14/06/2024;0,5939;0,7111;0,7546
14/06/2024;0,5946;0,7099;0,7544
14/06/2024;0,5947;0,7092;0,7527
14/06/2024;0,5939;0,7103;0,7544
14/06/2024;0,5934;0,7097;0,7542
14/06/2024;0,5934;0,7084;0,7532
14/06/2024;0,5952;0,7083;0,754
14/06/2024;0,5942;0,709;0,7524
14/06/2024;0,5925;0,7086;0,7523
14/06/2024;0,5925;0,7089;0,754
14/06/2024;0,5928;0,7082;0,7525
14/06/2024;0,5928;0,7082;0,7534
14/06/2024;0,5915;0,7086;0,7523
14/06/2024;0,5926;0,7088;0,752
14/06/2024;0,5928;0,7072;0,753
14/06/2024;0,5918;0,7084;0,752
14/06/2024;0,5929;0,7067;0,751
14/06/2024;0,5914;0,7083;0,7524
14/06/2024;0,591;0,7083;0,7509
14/06/2024;0,593;0,7082;0,7504
14/06/2024;0,5915;0,7071;0,7503
14/06/2024;0,5922;0,708;0,751
14/06/2024;0,5915;0,7077;0,7509
14/06/2024;0,591;0,707;0,7509
14/06/2024;0,5919;0,7069;0,7505
14/06/2024;0,591;0,7062;0,7503
14/06/2024;0,59;0,7073;0,7506
14/06/2024;0,5911;0,7078;0,7508
14/06/2024;0,59;0,7071;0,7494
14/06/2024;0,589;0,7071;0,7504
14/06/2024;0,5891;0,7056;0,7489
14/06/2024;0,5897;0,7066;0,7507
14/06/2024;0,5894;0,7065;0,7504
14/06/2024;0,5893;0,7063;0,75
14/06/2024;0,5889;0,7045;0,7489
14/06/2024;0,5885;0,7035;0,7497
14/06/2024;0,5888;0,7041;0,7492
14/06/2024;0,5888;0,7063;0,7488
14/06/2024;0,5875;0,7047;0,7487
14/06/2024;0,5883;0,7047;0,7483
14/06/2024;0,5867;0,7043;0,7491
14/06/2024;0,5882;0,7038;0,7492
14/06/2024;0,5879;0,7037;0,7482
14/06/2024;0,5876;0,7027;0,7483
14/06/2024;0,5867;0,7031;0,7472
14/06/2024;0,5875;0,7034;0,7482
14/06/2024;0,5873;0,7033;0,7476
14/06/2024;0,5864;0,7035;0,7474
14/06/2024;0,5866;0,7023;0,7457
14/06/2024;0,586;0,7029;0,7457
14/06/2024;0,5869;0,7022;0,7461
14/06/2024;0,5875;0,7023;0,748
14/06/2024;0,5864;0,7032;0,7462
14/06/2024;0,5865;0,7034;0,7463
14/06/2024;0,5856;0,7029;0,746
14/06/2024;0,5865;0,7019;0,7454
14/06/2024;0,5861;0,7013;0,7453
14/06/2024;0,5861;0,7022;0,745
14/06/2024;0,5847;0,7014;0,7452
14/06/2024;0,5843;0,7012;0,7453
14/06/2024;0,5842;0,7011;0,7454
14/06/2024;0,5858;0,7014;0,7455
14/06/2024;0,5846;0,7006;0,7445
14/06/2024;0,5842;0,701;0,7453
14/06/2024;0,5842;0,7018;0,7445
14/06/2024;0,5834;0,7016;0,7449
14/06/2024;0,5833;0,6998;0,7454
14/06/2024;0,5829;0,6998;0,7453
14/06/2024;0,5828;0,6998;0,7446
14/06/2024;0,5831;0,6999;0,7438
14/06/2024;0,583;0,7009;0,7433
14/06/2024;0,5831;0,7;0,7444
14/06/2024;0,5819;0,7002;0,7435
14/06/2024;0,5828;0,6994;0,7436
14/06/2024;0,5821;0,6998;0,7436
14/06/2024;0,5824;0,6997;0,7437
14/06/2024;0,5828;0,6995;0,7432
14/06/2024;0,5828;0,6994;0,7436
14/06/2024;0,5829;0,6989;0,7443
14/06/2024;0,5818;0,6986;0,7439
14/06/2024;0,581;0,6991;0,7428
14/06/2024;0,5819;0,6996;0,7423
14/06/2024;0,5809;0,6985;0,7427
14/06/2024;0,581;0,6988;0,7425
14/06/2024;0,5805;0,6982;0,7434
14/06/2024;0,5806;0,6988;0,7425
14/06/2024;0,5801;0,6996;0,7426
14/06/2024;0,5803;0,6986;0,7422
14/06/2024;0,5809;0,6982;0,7423
14/06/2024;0,5805;0,6977;0,7422
14/06/2024;0,5795;0,6968;0,742
14/06/2024;0,5791;0,6961;0,7419
14/06/2024;0,5795;0,6972;0,7412
14/06/2024;0,5789;0,6972;0,7413
14/06/2024;0,5797;0,697;0,7415
14/06/2024;0,5786;0,6968;0,7418
14/06/2024;0,579;0,6974;0,741
14/06/2024;0,5785;0,6975;0,741
14/06/2024;0,5786;0,6972;0,7407
15/06/2024;0,5783;0,6976;0,741
15/06/2024;0,5781;0,6974;0,7413
15/06/2024;0,578;0,6966;0,7405
15/06/2024;0,5774;0,6976;0,7397
15/06/2024;0,5773;0,6971;0,7396
15/06/2024;0,5776;0,697;0,7389
15/06/2024;0,5778;0,6962;0,7387
15/06/2024;0,5768;0,6969;0,7397
15/06/2024;0,5769;0,697;0,7397
15/06/2024;0,5764;0,6969;0,7397
15/06/2024;0,5769;0,6964;0,7397
15/06/2024;0,5774;0,6952;0,7403
15/06/2024;0,5769;0,6967;0,7401
15/06/2024;0,5762;0,6962;0,74
15/06/2024;0,5761;0,6945;0,7402
15/06/2024;0,5753;0,6948;0,7399
15/06/2024;0,5746;0,6963;0,7392
15/06/2024;0,5754;0,695;0,74
15/06/2024;0,5752;0,6951;0,7394
15/06/2024;0,5753;0,6953;0,7395
15/06/2024;0,5749;0,6956;0,7385
15/06/2024;0,5753;0,6956;0,7388
15/06/2024;0,5753;0,6934;0,739
15/06/2024;0,5749;0,6952;0,7386
15/06/2024;0,5751;0,6944;0,7383
15/06/2024;0,5748;0,6945;0,7374
15/06/2024;0,574;0,6939;0,7382
15/06/2024;0,5748;0,6949;0,7378
15/06/2024;0,5746;0,6952;0,7364
15/06/2024;0,5744;0,6946;0,7368
15/06/2024;0,5737;0,6936;0,738
15/06/2024;0,5739;0,6939;0,7365
15/06/2024;0,5741;0,6918;0,7369
15/06/2024;0,5738;0,6937;0,737
15/06/2024;0,5737;0,6935;0,7369
15/06/2024;0,5725;0,6939;0,7365
15/06/2024;0,5742;0,6921;0,7351
15/06/2024;0,5738;0,6915;0,7363
15/06/2024;0,5724;0,6917;0,7356
15/06/2024;0,5723;0,6914;0,7357
15/06/2024;0,5731;0,6925;0,7354
15/06/2024;0,5721;0,6923;0,7362
15/06/2024;0,5723;0,6917;0,736
15/06/2024;0,5722;0,6911;0,7351
15/06/2024;0,5724;0,6921;0,7344
15/06/2024;0,5728;0,6916;0,7344
15/06/2024;0,5709;0,6917;0,7326
15/06/2024;0,5718;0,6903;0,7347
15/06/2024;0,5715;0,69;0,7345
15/06/2024;0,5713;0,6912;0,7341
15/06/2024;0,5709;0,6902;0,7324
15/06/2024;0,5716;0,6899;0,7327
15/06/2024;0,5718;0,6891;0,7327
15/06/2024;0,5714;0,6897;0,7329
15/06/2024;0,5706;0,69;0,7338
15/06/2024;0,5705;0,6885;0,7332
15/06/2024;0,569;0,688;0,7327
15/06/2024;0,5706;0,6886;0,7326
15/06/2024;0,5702;0,6903;0,7331
15/06/2024;0,5704;0,6896;0,7329
15/06/2024;0,5688;0,6883;0,7328
15/06/2024;0,5687;0,6879;0,7317
15/06/2024;0,5686;0,6883;0,7315
15/06/2024;0,5686;0,6885;0,7328
15/06/2024;0,5693;0,6884;0,7314
15/06/2024;0,5687;0,6891;0,7312
15/06/2024;0,5687;0,6888;0,731
15/06/2024;0,568;0,6877;0,7311
15/06/2024;0,5688;0,6879;0,732
15/06/2024;0,5684;0,6889;0,7309
15/06/2024;0,5689;0,6885;0,7306
15/06/2024;0,5678;0,6893;0,7314
15/06/2024;0,5675;0,6893;0,7327
15/06/2024;0,5686;0,6893;0,7319
15/06/2024;0,5675;0,6886;0,7309
15/06/2024;0,5675;0,6885;0,7309
15/06/2024;0,5672;0,6879;0,7318
15/06/2024;0,5674;0,6879;0,7316
15/06/2024;0,5675;0,6881;0,7318
15/06/2024;0,5666;0,6874;0,7322
15/06/2024;0,5661;0,6873;0,7323
15/06/2024;0,5665;0,6864;0,7314
15/06/2024;0,568;0,6871;0,7319
15/06/2024;0,5671;0,6865;0,7329
15/06/2024;0,566;0,686;0,7328
15/06/2024;0,5658;0,6869;0,7336
15/06/2024;0,5661;0,6863;0,7335
15/06/2024;0,5659;0,6874;0,7339
15/06/2024;0,5665;0,6867;0,7334
15/06/2024;0,5672;0,6872;0,7336
15/06/2024;0,5674;0,6847;0,7331
15/06/2024;0,5668;0,6853;0,733
15/06/2024;0,567;0,6848;0,7339
15/06/2024;0,5681;0,6857;0,7333
15/06/2024;0,5677;0,6853;0,7331
15/06/2024;0,5683;0,6848;0,7322
15/06/2024;0,5681;0,6847;0,7328
15/06/2024;0,5686;0,6865;0,7326
15/06/2024;0,5681;0,6849;0,7317
15/06/2024;0,5684;0,6861;0,7327
15/06/2024;0,5678;0,6853;0,732
15/06/2024;0,5675;0,6841;0,7326
15/06/2024;0,5683;0,6849;0,732
15/06/2024;0,5674;0,6862;0,7324
15/06/2024;0,5675;0,6847;0,7299
15/06/2024;0,5662;0,6845;0,7313
15/06/2024;0,5666;0,6854;0,7302
15/06/2024;0,5662;0,6844;0,7311
15/06/2024;0,5656;0,6847;0,7307
15/06/2024;0,5663;0,6852;0,7309
15/06/2024;0,566;0,6841;0,7307
15/06/2024;0,5667;0,6837;0,7315
15/06/2024;0,5659;0,6845;0,7305
15/06/2024;0,5665;0,6849;0,7315
15/06/2024;0,5641;0,6846;0,7309
15/06/2024;0,565;0,6859;0,7297
15/06/2024;0,5637;0,6846;0,7309
15/06/2024;0,5646;0,6848;0,732
15/06/2024;0,564;0,6831;0,7297
15/06/2024;0,5642;0,6836;0,7302
15/06/2024;0,5638;0,6834;0,7304
15/06/2024;0,5649;0,6828;0,7299
15/06/2024;0,564;0,6836;0,7304
15/06/2024;0,5647;0,6837;0,7307
15/06/2024;0,5644;0,6834;0,7298
15/06/2024;0,563;0,6846;0,7293
15/06/2024;0,5635;0,6834;0,7294
15/06/2024;0,5652;0,685;0,7299
15/06/2024;0,5633;0,6832;0,7298
15/06/2024;0,5632;0,6827;0,7298
15/06/2024;0,5633;0,6814;0,7291
15/06/2024;0,5627;0,6833;0,729
15/06/2024;0,5626;0,6842;0,7275
15/06/2024;0,5634;0,6818;0,7285
15/06/2024;0,5625;0,6823;0,7282
15/06/2024;0,5619;0,683;0,7282
15/06/2024;0,5616;0,6817;0,729
15/06/2024;0,5628;0,6827;0,7287
15/06/2024;0,5627;0,6814;0,729
15/06/2024;0,5633;0,6823;0,7301
15/06/2024;0,5627;0,6831;0,7288
15/06/2024;0,5624;0,6817;0,7294
15/06/2024;0,5609;0,6811;0,7285
15/06/2024;0,5618;0,6813;0,7277
15/06/2024;0,5615;0,6799;0,7269
15/06/2024;0,5615;0,6835;0,7282
15/06/2024;0,5618;0,6789;0,7289
15/06/2024;0,5612;0,681;0,7271
15/06/2024;0,5616;0,6827;0,7269
15/06/2024;0,5628;0,6817;0,7276
15/06/2024;0,5614;0,68;0,7267
15/06/2024;0,5621;0,6805;0,7272
15/06/2024;0,5613;0,6812;0,7262
15/06/2024;0,5605;0,6802;0,7274
15/06/2024;0,5597;0,6798;0,7275
15/06/2024;0,561;0,6792;0,726
15/06/2024;0,5619;0,6785;0,7256
15/06/2024;0,5599;0,6787;0,7257
15/06/2024;0,5597;0,6796;0,7247
15/06/2024;0,5607;0,6784;0,7279
15/06/2024;0,5592;0,6766;0,724
15/06/2024;0,5597;0,6788;0,7259
15/06/2024;0,5587;0,6772;0,7266
15/06/2024;0,5597;0,6788;0,7251
15/06/2024;0,5596;0,6774;0,7238
15/06/2024;0,558;0,6788;0,7243
15/06/2024;0,5583;0,6765;0,7245
15/06/2024;0,5581;0,6776;0,7235
15/06/2024;0,5568;0,6767;0,723
15/06/2024;0,5603;0,6765;0,7229
15/06/2024;0,5565;0,6759;0,7227
15/06/2024;0,5583;0,677;0,7224
15/06/2024;0,5591;0,677;0,7232
15/06/2024;0,5582;0,6755;0,7222
15/06/2024;0,5569;0,6752;0,721
15/06/2024;0,5571;0,6749;0,7232
15/06/2024;0,5575;0,6733;0,722
15/06/2024;0,5569;0,6752;0,723
15/06/2024;0,5565;0,6744;0,7217
15/06/2024;0,5561;0,6744;0,7223
15/06/2024;0,556;0,6748;0,7209
15/06/2024;0,5557;0,6764;0,7223
15/06/2024;0,5564;0,6756;0,7214
15/06/2024;0,5556;0,6774;0,7213
15/06/2024;0,5541;0,6766;0,7205
15/06/2024;0,556;0,6784;0,7219
15/06/2024;0,5547;0,6774;0,7212
15/06/2024;0,5556;0,6786;0,7197
15/06/2024;0,554;0,6765;0,7196
15/06/2024;0,555;0,677;0,7189
15/06/2024;0,5536;0,6762;0,7177
15/06/2024;0,5546;0,6767;0,7189
15/06/2024;0,5535;0,6764;0,7186
15/06/2024;0,5532;0,676;0,7186
15/06/2024;0,5521;0,6754;0,7194
15/06/2024;0,5533;0,676;0,721
15/06/2024;0,5527;0,6763;0,7204
15/06/2024;0,5518;0,6755;0,7219
15/06/2024;0,5517;0,6753;0,7216
15/06/2024;0,5517;0,6742;0,7224
15/06/2024;0,5503;0,6746;0,7214
15/06/2024;0,5516;0,6746;0,7222
15/06/2024;0,5516;0,6751;0,7203
15/06/2024;0,5518;0,6741;0,7206
15/06/2024;0,5521;0,6741;0,7202
15/06/2024;0,5533;0,6746;0,7201
15/06/2024;0,5532;0,6737;0,7197
15/06/2024;0,5546;0,6746;0,7194
15/06/2024;0,5545;0,6738;0,7185
15/06/2024;0,5552;0,6745;0,7195
15/06/2024;0,555;0,6742;0,7196
15/06/2024;0,5559;0,674;0,7191
15/06/2024;0,5541;0,6738;0,7191
15/06/2024;0,5544;0,6744;0,7187
15/06/2024;0,5535;0,674;0,7194
15/06/2024;0,5537;0,6732;0,7188
15/06/2024;0,5533;0,6734;0,7193
15/06/2024;0,5531;0,6735;0,7181
15/06/2024;0,5526;0,6741;0,7183
15/06/2024;0,5534;0,674;0,7187
15/06/2024;0,5537;0,6741;0,7179
15/06/2024;0,5532;0,6735;0,7186
15/06/2024;0,5534;0,6726;0,7179
15/06/2024;0,5528;0,6733;0,7188
15/06/2024;0,5534;0,6729;0,7187
15/06/2024;0,5526;0,6722;0,7183
15/06/2024;0,5534;0,6725;0,7183
15/06/2024;0,5525;0,6724;0,7186
15/06/2024;0,5525;0,6727;0,7182
15/06/2024;0,5528;0,672;0,7177
15/06/2024;0,5518;0,6721;0,7179
15/06/2024;0,5525;0,672;0,718
15/06/2024;0,5517;0,671;0,7187
15/06/2024;0,5524;0,6719;0,7181
15/06/2024;0,5524;0,6712;0,7183
15/06/2024;0,552;0,6718;0,718
15/06/2024;0,5523;0,6719;0,717
15/06/2024;0,5524;0,6716;0,7178
15/06/2024;0,5521;0,6714;0,7174
15/06/2024;0,5515;0,6717;0,7169
15/06/2024;0,552;0,6705;0,7171
15/06/2024;0,5521;0,6703;0,7172
15/06/2024;0,5527;0,6706;0,7173
15/06/2024;0,5525;0,6712;0,7169
15/06/2024;0,5527;0,6707;0,7171
15/06/2024;0,5528;0,6711;0,717
15/06/2024;0,552;0,6706;0,7163
15/06/2024;0,5526;0,6706;0,7169
15/06/2024;0,5524;0,6701;0,7164
15/06/2024;0,552;0,6836;0,7171
15/06/2024;0,5518;0,6871;0,7169
15/06/2024;0,5519;0,6872;0,7165
15/06/2024;0,5516;0,6881;0,7164
15/06/2024;0,551;0,6876;0,7166
15/06/2024;0,5513;0,6863;0,7157
15/06/2024;0,5513;0,6858;0,7159
15/06/2024;0,5503;0,6851;0,716
15/06/2024;0,5507;0,6857;0,7165
15/06/2024;0,5502;0,6848;0,7161
15/06/2024;0,5509;0,6854;0,7163
15/06/2024;0,551;0,6855;0,7161
