datetime;Level 101 (m);Level 102 (m);Level 103(m)
09/04/2024;1,0108;0,7543;1,1432
09/04/2024;1,0102;0,7541;1,1431
09/04/2024;1,0102;0,7545;1,1437
09/04/2024;1,0099;0,7545;1,1437
09/04/2024;1,0095;0,7539;1,1433
09/04/2024;1,009;0,7537;1,143
09/04/2024;1,008;0,7526;1,1421
09/04/2024;1,0079;0,7523;1,1418
09/04/2024;1,0073;0,7519;1,1414
09/04/2024;1,0075;0,7519;1,1416
09/04/2024;1,0071;0,7519;1,1417
09/04/2024;1,0074;0,7528;1,1424
09/04/2024;1,0062;0,7509;1,1407
09/04/2024;1,0051;0,7496;1,1392
09/04/2024;1,005;0,7496;1,1393
09/04/2024;1,0049;0,7496;1,1392
09/04/2024;1,0042;0,7488;1,1385
09/04/2024;1,0037;0,748;1,1381
09/04/2024;1,0031;0,747;1,1373
09/04/2024;1,0017;0,7455;1,1357
09/04/2024;1,0006;0,7443;1,1341
09/04/2024;1,0004;0,7445;1,1346
09/04/2024;1,0006;0,7452;1,1355
09/04/2024;1,0005;0,7452;1,1356
09/04/2024;1;0,745;1,1354
09/04/2024;0,9999;0,7454;1,1361
09/04/2024;0,9994;0,7452;1,1359
09/04/2024;0,9988;0,7446;1,1351
09/04/2024;0,9987;0,7448;1,1354
09/04/2024;0,9983;0,7449;1,1355
09/04/2024;0,9978;0,7448;1,1355
09/04/2024;0,9979;0,7449;1,1359
09/04/2024;0,997;0,744;1,1349
09/04/2024;0,9967;0,7441;1,1346
09/04/2024;0,9962;0,7435;1,1342
09/04/2024;0,9954;0,7426;1,1336
09/04/2024;0,9953;0,7422;1,1332
09/04/2024;0,9944;0,7409;1,1323
09/04/2024;0,9935;0,7397;1,1309
09/04/2024;0,9931;0,7394;1,1307
09/04/2024;0,9932;0,7397;1,131
09/04/2024;0,9933;0,7397;1,131
09/04/2024;0,9934;0,7402;1,1318
09/04/2024;0,9928;0,7395;1,1314
09/04/2024;0,9923;0,739;1,1306
09/04/2024;0,9917;0,7386;1,1301
09/04/2024;0,9919;0,7391;1,1308
09/04/2024;0,9914;0,7384;1,1303
09/04/2024;0,9906;0,7376;1,1293
09/04/2024;0,9903;0,7372;1,1292
09/04/2024;0,9898;0,7373;1,129
09/04/2024;0,9902;0,738;1,1301
09/04/2024;0,9904;0,7386;1,1306
09/04/2024;0,9903;0,7389;1,1308
09/04/2024;0,99;0,7388;1,1307
09/04/2024;0,9895;0,7387;1,1305
09/04/2024;0,989;0,7381;1,1304
09/04/2024;0,9888;0,7382;1,1298
09/04/2024;0,9887;0,7385;1,1303
09/04/2024;0,9886;0,739;1,1308
09/04/2024;0,9884;0,7391;1,1308
09/04/2024;0,9878;0,7383;1,1307
09/04/2024;0,9874;0,738;1,1299
09/04/2024;0,9871;0,7377;1,1297
09/04/2024;0,9874;0,7383;1,1307
09/04/2024;0,9869;0,7377;1,13
09/04/2024;0,9864;0,7372;1,1299
09/04/2024;0,9862;0,7376;1,1297
09/04/2024;0,9851;0,7361;1,1285
09/04/2024;0,9848;0,736;1,1281
09/04/2024;0,9848;0,7357;1,1282
09/04/2024;0,9843;0,7357;1,1279
09/04/2024;0,9849;0,7365;1,1289
09/04/2024;0,9842;0,7363;1,1284
09/04/2024;0,984;0,7363;1,1284
09/04/2024;0,9838;0,7364;1,1282
09/04/2024;0,9836;0,7363;1,1281
09/04/2024;0,9833;0,7368;1,1285
09/04/2024;0,9832;0,7366;1,1287
09/04/2024;0,9827;0,7363;1,1285
09/04/2024;-0,0065;-0,0122;1,128
09/04/2024;-0,0004;-0,0102;-0,0091
09/04/2024;-0,01;-0,0081;-0,0033
09/04/2024;-0,01;-0,0063;-0,0061
09/04/2024;-0,0091;-0,0051;-0,0102
09/04/2024;-0,0089;-0,0114;-0,0107
09/04/2024;-0,0101;-0,0131;-0,0119
09/04/2024;-0,0066;-0,011;-0,009
09/04/2024;-0,0053;-0,0101;-0,0058
09/04/2024;-0,0049;-0,0106;-0,007
09/04/2024;-0,0042;-0,007;-0,0062
09/04/2024;-0,0039;-0,0067;-0,0063
09/04/2024;-0,0061;-0,0074;-0,0078
09/04/2024;-0,0064;-0,0092;-0,0076
09/04/2024;-0,0055;-0,007;-0,0069
09/04/2024;-0,0059;-0,0054;-0,0066
09/04/2024;-0,0061;-0,005;0
09/04/2024;-0,0057;-0,0039;-0,0039
09/04/2024;-0,0042;-0,004;-0,0045
09/04/2024;0,9313;-0,0025;1,1199
09/04/2024;0,942;-0,002;1,1157
09/04/2024;0,9577;-0,002;1,1176
09/04/2024;0,9685;-0,0009;1,1192
09/04/2024;0,9728;0,7017;1,1212
09/04/2024;0,9729;0,7;1,1203
09/04/2024;0,9732;0,7057;1,1205
09/04/2024;0,9739;0,709;1,1213
09/04/2024;0,9747;0,7137;1,1224
09/04/2024;0,9754;0,7187;1,1229
09/04/2024;0,9754;0,7224;1,1233
09/04/2024;0,9746;0,7254;1,1225
09/04/2024;0,9748;0,7278;1,1227
09/04/2024;0,9753;0,7299;1,1231
09/04/2024;0,9751;0,7313;1,1233
09/04/2024;0,9759;0,7336;1,124
09/04/2024;0,9758;0,7347;1,1241
09/04/2024;0,9759;0,7352;1,1241
09/04/2024;0,9748;0,7357;1,1229
09/04/2024;0,9741;0,7373;1,1221
09/04/2024;0,9735;0,7389;1,1214
09/04/2024;0,9736;0,7404;1,1212
09/04/2024;0,9737;0,7417;1,1212
09/04/2024;0,9731;0,7429;1,1207
09/04/2024;0,9726;0,7442;1,1202
09/04/2024;0,9726;0,7453;1,1204
09/04/2024;0,9721;0,7457;1,1197
09/04/2024;0,9713;0,7461;1,1189
09/04/2024;0,9709;0,7469;1,1187
09/04/2024;0,9705;0,7465;1,1179
09/04/2024;0,971;0,748;1,1182
09/04/2024;0,9711;0,749;1,1183
09/04/2024;0,9711;0,7498;1,1183
09/04/2024;0,9706;0,7494;1,1176
09/04/2024;0,9699;0,7498;1,117
09/04/2024;0,9696;0,7499;1,1165
09/04/2024;0,9691;0,7501;1,1161
09/04/2024;0,9684;0,7498;1,1156
09/04/2024;0,969;0,7503;1,116
09/04/2024;0,9688;0,7509;1,1163
09/04/2024;0,9683;0,7506;1,1155
09/04/2024;0,968;0,7508;1,1152
09/04/2024;0,9674;0,7502;1,1147
09/04/2024;0,9667;0,7504;1,1142
09/04/2024;0,9663;0,7504;1,1137
09/04/2024;0,9665;0,751;1,114
09/04/2024;0,9659;0,7503;1,1132
09/04/2024;0,9654;0,7501;1,1128
09/04/2024;0,966;0,7507;1,1132
09/04/2024;0,9663;0,7519;1,1136
09/04/2024;0,9661;0,7515;1,1135
09/04/2024;0,9655;0,7507;1,1128
09/04/2024;0,9649;0,7512;1,1123
09/04/2024;0,9654;0,7521;1,1123
09/04/2024;0,9653;0,7535;1,1123
09/04/2024;0,9657;0,7546;1,1127
09/04/2024;0,9657;0,7559;1,1127
09/04/2024;0,9653;0,7565;1,1124
09/04/2024;0,9648;0,7562;1,1116
09/04/2024;0,9651;0,757;1,1121
09/04/2024;0,9653;0,7583;1,1121
09/04/2024;0,9652;0,7592;1,1121
09/04/2024;0,9653;0,7597;1,1121
09/04/2024;0,9652;0,7596;1,1118
09/04/2024;0,9652;0,7603;1,112
09/04/2024;0,965;0,761;1,1121
09/04/2024;0,9654;0,7618;1,1124
09/04/2024;0,9655;0,7624;1,1122
09/04/2024;0,9648;0,7626;1,1119
09/04/2024;0,9644;0,7621;1,1115
09/04/2024;0,9645;0,7626;1,112
09/04/2024;0,9635;0,7626;1,1109
09/04/2024;0,9634;0,7628;1,1107
09/04/2024;0,9629;0,7628;1,1091
09/04/2024;0,9625;0,7624;1,1092
09/04/2024;0,9618;0,7612;1,1089
09/04/2024;0,9624;0,7614;1,1093
09/04/2024;0,962;0,7615;1,1088
09/04/2024;0,9624;0,7617;1,1093
09/04/2024;0,9626;0,762;1,1096
09/04/2024;0,9627;0,7623;1,1097
09/04/2024;0,9626;0,7624;1,1098
09/04/2024;0,9632;0,7627;1,11
09/04/2024;0,9634;0,7639;1,1101
09/04/2024;0,9645;0,7647;1,1108
09/04/2024;0,9647;0,7647;1,111
09/04/2024;0,9642;0,7645;1,1107
09/04/2024;0,9635;0,7636;1,1095
09/04/2024;0,9632;0,764;1,1092
09/04/2024;0,9644;0,7653;1,1104
09/04/2024;0,9643;0,7656;1,1098
09/04/2024;0,9625;0,7635;1,1078
09/04/2024;0,9614;0,7624;1,1069
09/04/2024;0,9618;0,7627;1,1075
09/04/2024;0,9632;0,764;1,1081
09/04/2024;0,9631;0,7635;1,1082
09/04/2024;0,9636;0,7642;1,1085
09/04/2024;0,9631;0,7646;1,1083
09/04/2024;0,9625;0,7644;1,1075
09/04/2024;0,9626;0,7642;1,1072
09/04/2024;0,9628;0,7645;1,1075
10/04/2024;0,9631;0,7645;1,1075
10/04/2024;0,9627;0,7639;1,1071
10/04/2024;0,9625;0,7637;1,1069
10/04/2024;0,9628;0,7633;1,107
10/04/2024;0,9622;0,7627;1,1066
10/04/2024;0,9626;0,7629;1,107
10/04/2024;0,9629;0,7627;1,1068
10/04/2024;0,963;0,7629;1,1068
10/04/2024;0,9628;0,763;1,1067
10/04/2024;0,9626;0,7622;1,1065
10/04/2024;0,9622;0,762;1,1059
10/04/2024;0,9626;0,7617;1,106
10/04/2024;0,9631;0,762;1,1064
10/04/2024;0,9634;0,7622;1,1071
10/04/2024;0,9647;0,7631;1,1076
10/04/2024;0,964;0,7626;1,1064
10/04/2024;0,9649;0,7633;1,1072
10/04/2024;0,9633;0,7625;1,1059
10/04/2024;0,9632;0,7625;1,1056
10/04/2024;0,9628;0,762;1,1051
10/04/2024;0,963;0,7623;1,1051
10/04/2024;0,9632;0,7625;1,1053
10/04/2024;0,9632;0,7623;1,1052
10/04/2024;0,9631;0,7621;1,105
10/04/2024;0,9637;0,7626;1,1049
10/04/2024;0,9635;0,7624;1,1043
10/04/2024;0,9632;0,7617;1,1043
10/04/2024;0,962;0,7608;1,1034
10/04/2024;0,9617;0,7602;1,1024
10/04/2024;0,9606;0,7591;1,1014
10/04/2024;0,9588;0,7576;1,0999
10/04/2024;0,9602;0,7583;1,101
10/04/2024;0,9618;0,76;1,1025
10/04/2024;0,9623;0,7605;1,1027
10/04/2024;0,9613;0,7597;1,1018
10/04/2024;0,9605;0,7588;1,101
10/04/2024;0,9588;0,757;1,0991
10/04/2024;0,9608;0,7584;1,1013
10/04/2024;0,9621;0,7598;1,1019
10/04/2024;0,963;0,7607;1,1021
10/04/2024;0,9638;0,7614;1,1026
10/04/2024;0,9628;0,7608;1,1015
10/04/2024;0,9634;0,7614;1,1022
10/04/2024;0,9634;0,7614;1,1019
10/04/2024;0,9633;0,761;1,1016
10/04/2024;0,9627;0,7606;1,101
10/04/2024;0,9631;0,7607;1,1014
10/04/2024;0,9635;0,7607;1,1018
10/04/2024;0,9628;0,7603;1,1012
10/04/2024;0,9612;0,7583;1,099
10/04/2024;0,96;0,7572;1,0981
10/04/2024;0,9607;0,7575;1,0986
10/04/2024;0,9631;0,7597;1,101
10/04/2024;0,9623;0,7591;1,1003
10/04/2024;0,9621;0,759;1,1001
10/04/2024;0,9607;0,7576;1,0985
10/04/2024;0,9588;0,7557;1,0964
10/04/2024;0,9581;0,7544;1,0954
10/04/2024;0,9586;0,7549;1,0963
10/04/2024;0,9584;0,7545;1,0963
10/04/2024;0,9594;0,7555;1,0972
10/04/2024;0,9597;0,7559;1,0974
10/04/2024;0,9585;0,7548;1,0963
10/04/2024;0,9573;0,7538;1,0952
10/04/2024;0,957;0,7529;1,0945
10/04/2024;0,9565;0,7528;1,0945
10/04/2024;0,9563;0,752;1,0939
10/04/2024;0,9556;0,7514;1,0932
10/04/2024;0,9558;0,7514;1,0933
10/04/2024;0,9552;0,7508;1,0931
10/04/2024;0,9554;0,7508;1,0933
10/04/2024;0,9555;0,7512;1,0934
10/04/2024;0,955;0,7506;1,0928
10/04/2024;0,9554;0,7507;1,0929
10/04/2024;0,9556;0,7511;1,0933
10/04/2024;0,9543;0,7504;1,092
10/04/2024;0,9549;0,7504;1,0925
10/04/2024;0,9545;0,7503;1,0925
10/04/2024;0,953;0,749;1,091
10/04/2024;0,9538;0,7496;1,0918
10/04/2024;0,9544;0,7503;1,0925
10/04/2024;0,9537;0,7499;1,0919
10/04/2024;0,9539;0,75;1,0916
10/04/2024;0,9538;0,7507;1,0919
10/04/2024;0,9544;0,7511;1,0916
10/04/2024;0,9535;0,7507;1,0908
10/04/2024;0,9517;0,7503;1,0908
10/04/2024;0,9518;0,7507;1,0912
10/04/2024;0,9515;0,7505;1,0912
10/04/2024;0,9513;0,7503;1,091
10/04/2024;0,9506;0,7499;1,0905
10/04/2024;0,9507;0,7494;1,0904
10/04/2024;0,9511;0,7504;1,0909
10/04/2024;0,9511;0,7509;1,0913
10/04/2024;0,9502;0,7502;1,0909
10/04/2024;0,95;0,7501;1,0907
10/04/2024;0,9486;0,7489;1,0897
10/04/2024;0,9486;0,7487;1,0892
10/04/2024;0,9488;0,7487;1,0895
10/04/2024;0,9481;0,7486;1,0891
10/04/2024;0,9476;0,748;1,0887
10/04/2024;0,9478;0,7479;1,0886
10/04/2024;0,9471;0,7471;1,088
10/04/2024;0,9465;0,7465;1,0874
10/04/2024;0,946;0,7457;1,0868
10/04/2024;0,9456;0,7457;1,0867
10/04/2024;0,9457;0,7458;1,0866
10/04/2024;0,9454;0,7455;1,0864
10/04/2024;0,9453;0,7457;1,0866
10/04/2024;0,9454;0,7461;1,0868
10/04/2024;0,9459;0,7466;1,0873
10/04/2024;0,9452;0,7464;1,086
10/04/2024;0,9448;0,7456;1,085
10/04/2024;0,9433;0,7441;1,0835
10/04/2024;0,9435;0,7442;1,0836
10/04/2024;0,9433;0,7442;1,0834
10/04/2024;0,9421;0,7432;1,0823
10/04/2024;0,9426;0,7435;1,0828
10/04/2024;0,9427;0,7435;1,0827
10/04/2024;0,9429;0,7439;1,0832
10/04/2024;0,9433;0,7441;1,0836
10/04/2024;0,9424;0,7436;1,0829
10/04/2024;0,9416;0,7429;1,0819
10/04/2024;0,9417;0,7427;1,082
10/04/2024;0,9421;0,7433;1,0826
10/04/2024;0,9425;0,744;1,0828
10/04/2024;0,9409;0,7424;1,0815
10/04/2024;0,9414;0,7428;1,0819
10/04/2024;0,9408;0,7422;1,0813
10/04/2024;0,9405;0,7417;1,081
10/04/2024;0,9398;0,7412;1,0806
10/04/2024;0,9403;0,7419;1,0809
10/04/2024;0,9406;0,7421;1,0812
10/04/2024;0,9398;0,7415;1,0805
10/04/2024;0,9403;0,7424;1,081
10/04/2024;0,9394;0,7417;1,0806
10/04/2024;0,9404;0,7428;1,0805
10/04/2024;0,9401;0,7425;1,0804
10/04/2024;0,9398;0,7424;1,08
10/04/2024;0,9399;0,7423;1,0804
10/04/2024;0,9387;0,7414;1,0797
10/04/2024;0,9389;0,7418;1,08
10/04/2024;0,9382;0,7411;1,0789
10/04/2024;0,9379;0,7407;1,0785
10/04/2024;0,9373;0,7406;1,0784
10/04/2024;0,9362;0,7394;1,0772
10/04/2024;0,9369;0,74;1,0778
10/04/2024;0,9368;0,7399;1,0776
10/04/2024;0,9369;0,7404;1,0778
10/04/2024;0,9367;0,7402;1,0778
10/04/2024;0,9371;0,7404;1,0777
10/04/2024;0,9365;0,7402;1,0776
10/04/2024;0,9302;0,7397;1,0773
10/04/2024;0,9293;0,7391;1,0766
10/04/2024;0,9292;0,7392;1,0763
10/04/2024;0,9287;0,7386;1,0758
10/04/2024;0,9288;0,7388;1,0757
10/04/2024;0,9281;0,738;1,0754
10/04/2024;0,928;0,7382;1,0753
10/04/2024;0,9288;0,7387;1,0757
10/04/2024;0,9288;0,739;1,0756
10/04/2024;0,9276;0,7383;1,0748
10/04/2024;0,9265;0,737;1,0739
10/04/2024;0,9255;0,7359;1,0726
10/04/2024;0,9247;0,7351;1,0719
10/04/2024;0,9245;0,7348;1,0719
10/04/2024;0,9243;0,7344;1,0717
10/04/2024;0,9238;0,7341;1,0713
10/04/2024;0,9245;0,7347;1,0714
10/04/2024;0,925;0,7351;1,0722
10/04/2024;0,9246;0,7351;1,0718
10/04/2024;0,9244;0,7349;1,0718
10/04/2024;0,9241;0,7344;1,0713
10/04/2024;0,9237;0,7345;1,0711
10/04/2024;0,9235;0,7344;1,0707
10/04/2024;0,923;0,7347;1,0708
10/04/2024;0,9238;0,7357;1,0718
10/04/2024;0,919;0,7352;1,0715
10/04/2024;0,919;0,7339;1,0714
10/04/2024;0,9194;0,734;1,0714
10/04/2024;0,9174;0,7325;1,0697
10/04/2024;0,917;0,7315;1,069
10/04/2024;0,9171;0,7313;1,0689
10/04/2024;0,9164;0,7307;1,0683
10/04/2024;0,9158;0,7304;1,0678
10/04/2024;0,916;0,7302;1,0677
10/04/2024;0,9155;0,7296;1,0673
10/04/2024;0,9149;0,729;1,0666
10/04/2024;0,915;0,729;1,0667
10/04/2024;0,9153;0,7292;1,0666
10/04/2024;0,916;0,7298;1,0673
10/04/2024;0,9164;0,7301;1,0676
10/04/2024;0,9167;0,7304;1,068
10/04/2024;0,9171;0,731;1,0685
10/04/2024;0,9162;0,7302;1,0675
10/04/2024;0,9159;0,7302;1,0674
10/04/2024;0,9169;0,7305;1,0677
10/04/2024;0,9163;0,7301;1,067
10/04/2024;0,9162;0,7298;1,0666
10/04/2024;0,9155;0,73;1,0667
10/04/2024;0,9146;0,7292;1,0657
10/04/2024;0,9132;0,7279;1,0643
10/04/2024;0,9132;0,7276;1,0641
10/04/2024;0,9134;0,7275;1,0644
10/04/2024;0,9132;0,7276;1,0637
10/04/2024;0,9138;0,7281;1,0645
10/04/2024;0,9134;0,7276;1,0639
10/04/2024;0,9137;0,7273;1,0637
10/04/2024;0,9138;0,7275;1,064
10/04/2024;0,9128;0,7272;1,0633
10/04/2024;0,9124;0,7267;1,0627
10/04/2024;0,9117;0,726;1,0621
10/04/2024;0,9113;0,7252;1,0616
10/04/2024;0,9111;0,7251;1,0616
10/04/2024;0,9112;0,7251;1,0617
10/04/2024;0,9096;0,7236;1,0606
10/04/2024;0,9093;0,7233;1,0602
10/04/2024;0,9096;0,7234;1,0604
10/04/2024;0,9094;0,723;1,0601
10/04/2024;0,909;0,7227;1,06
10/04/2024;0,9085;0,7223;1,0595
10/04/2024;0,9074;0,721;1,0586
10/04/2024;0,9075;0,7209;1,0586
10/04/2024;0,9071;0,7206;1,0585
10/04/2024;0,907;0,7201;1,058
10/04/2024;0,9065;0,7195;1,0578
10/04/2024;0,9063;0,7195;1,0576
10/04/2024;0,9056;0,7188;1,0571
10/04/2024;0,905;0,7181;1,0565
10/04/2024;0,9046;0,7178;1,0563
10/04/2024;0,9042;0,717;1,0559
10/04/2024;0,9042;0,717;1,056
10/04/2024;0,9041;0,717;1,0558
10/04/2024;0,9035;0,7164;1,0554
10/04/2024;0,903;0,716;1,055
10/04/2024;0,9032;0,7159;1,0551
10/04/2024;0,903;0,7158;1,0548
10/04/2024;0,9024;0,7153;1,0542
10/04/2024;0,9029;0,7158;1,0547
10/04/2024;0,9022;0,7151;1,0542
10/04/2024;0,9026;0,7156;1,0547
10/04/2024;0,9015;0,7147;1,0538
10/04/2024;0,9006;0,7137;1,0528
10/04/2024;0,9003;0,7134;1,0526
10/04/2024;0,9004;0,7133;1,0527
10/04/2024;0,9004;0,7131;1,0525
10/04/2024;0,9;0,7128;1,0522
10/04/2024;0,9;0,7128;1,0522
10/04/2024;0,8992;0,7122;1,0515
10/04/2024;0,8989;0,7118;1,0513
10/04/2024;0,899;0,7119;1,0512
10/04/2024;0,8987;0,7114;1,0511
10/04/2024;0,8984;0,7114;1,0509
10/04/2024;0,8986;0,7113;1,0509
10/04/2024;0,8988;0,7115;1,0508
10/04/2024;0,8981;0,7111;1,0504
10/04/2024;0,8986;0,7114;1,0507
10/04/2024;0,8981;0,711;1,0501
10/04/2024;0,8976;0,7105;1,0495
10/04/2024;0,8977;0,7106;1,0496
10/04/2024;0,8977;0,7105;1,0495
10/04/2024;0,8969;0,7099;1,049
10/04/2024;0,8969;0,7097;1,0487
10/04/2024;0,8965;0,7095;1,0486
10/04/2024;0,8961;0,7087;1,048
10/04/2024;0,8967;0,7094;1,0481
10/04/2024;0,8967;0,7098;1,0486
10/04/2024;0,8964;0,7095;1,0483
10/04/2024;0,8957;0,7088;1,0475
10/04/2024;0,895;0,7084;1,047
10/04/2024;0,8952;0,7082;1,047
10/04/2024;0,8953;0,7086;1,047
10/04/2024;0,8949;0,7082;1,047
10/04/2024;0,8947;0,7078;1,0463
10/04/2024;0,8944;0,7076;1,0464
10/04/2024;0,8938;0,7073;1,0457
10/04/2024;0,8933;0,7064;1,0452
10/04/2024;0,8938;0,7069;1,0457
10/04/2024;0,8937;0,707;1,0458
10/04/2024;0,8922;0,7057;1,0445
10/04/2024;0,892;0,7056;1,0442
10/04/2024;0,8922;0,7053;1,0443
10/04/2024;0,8918;0,705;1,044
10/04/2024;0,8917;0,7047;1,0435
10/04/2024;0,8917;0,7047;1,0438
10/04/2024;0,8919;0,7048;1,0435
10/04/2024;0,8916;0,7046;1,0433
10/04/2024;0,8911;0,7041;1,043
11/04/2024;0,8907;0,704;1,0426
11/04/2024;0,8906;0,704;1,0426
11/04/2024;0,8901;0,7032;1,0421
11/04/2024;0,8895;0,7028;1,0416
11/04/2024;0,8889;0,7022;1,0411
11/04/2024;0,8884;0,7015;1,0407
11/04/2024;0,8886;0,7016;1,0407
11/04/2024;0,8883;0,7013;1,0405
11/04/2024;0,8884;0,7014;1,0406
11/04/2024;0,889;0,7019;1,041
11/04/2024;0,8884;0,7017;1,0405
11/04/2024;0,8884;0,7018;1,0405
11/04/2024;0,8877;0,7012;1,0399
11/04/2024;0,8873;0,7006;1,0394
11/04/2024;0,8867;0,7006;1,0392
11/04/2024;0,8859;0,6995;1,0386
11/04/2024;0,8856;0,6993;1,0384
11/04/2024;0,8858;0,6993;1,0383
11/04/2024;0,8858;0,6992;1,0383
11/04/2024;0,8862;0,6998;1,0386
11/04/2024;0,8858;0,6994;1,0382
11/04/2024;0,8856;0,6994;1,0379
11/04/2024;0,885;0,6987;1,0374
11/04/2024;0,8844;0,6981;1,0369
11/04/2024;0,8844;0,698;1,0367
11/04/2024;0,8843;0,6979;1,0366
11/04/2024;0,884;0,6974;1,0364
11/04/2024;0,8842;0,698;1,0367
11/04/2024;0,8845;0,6983;1,0368
11/04/2024;0,8847;0,6992;1,0371
11/04/2024;0,8853;0,7001;1,0375
11/04/2024;0,8849;0,7002;1,0372
11/04/2024;0,8844;0,7;1,0367
11/04/2024;0,8838;0,6992;1,036
11/04/2024;0,8837;0,6991;1,0357
11/04/2024;0,8837;0,6989;1,0356
11/04/2024;0,8835;0,699;1,0356
11/04/2024;0,8833;0,6987;1,0351
11/04/2024;0,8829;0,6988;1,0349
11/04/2024;0,8818;0,6974;1,0338
11/04/2024;0,8814;0,6969;1,0333
11/04/2024;0,8809;0,6966;1,0328
11/04/2024;0,8807;0,6961;1,0325
11/04/2024;0,8807;0,6959;1,0325
11/04/2024;0,8807;0,696;1,0326
11/04/2024;0,8809;0,696;1,0325
11/04/2024;0,8807;0,696;1,0324
11/04/2024;0,8796;0,6953;1,0315
11/04/2024;0,8795;0,6948;1,0314
11/04/2024;0,879;0,6944;1,0309
11/04/2024;0,879;0,6943;1,0308
11/04/2024;0,8794;0,6948;1,0315
11/04/2024;0,8788;0,6942;1,0306
11/04/2024;0,8788;0,6946;1,031
11/04/2024;0,8784;0,6944;1,0307
11/04/2024;0,8781;0,6937;1,0299
11/04/2024;0,8781;0,6941;1,0303
11/04/2024;0,8783;0,694;1,0301
11/04/2024;0,878;0,6941;1,03
11/04/2024;0,8777;0,6937;1,0295
11/04/2024;0,8767;0,6929;1,0287
11/04/2024;0,8765;0,6925;1,0286
11/04/2024;0,8763;0,6922;1,0284
11/04/2024;0,8756;0,6915;1,0278
11/04/2024;0,8752;0,6911;1,0274
11/04/2024;0,8753;0,691;1,0273
11/04/2024;0,8747;0,6904;1,0269
11/04/2024;0,8743;0,6898;1,0263
11/04/2024;0,8739;0,6892;1,0261
11/04/2024;0,8733;0,6885;1,0255
11/04/2024;0,8734;0,6888;1,0255
11/04/2024;0,8732;0,6886;1,0256
11/04/2024;0,8732;0,6886;1,0254
11/04/2024;0,8733;0,6884;1,0255
11/04/2024;0,873;0,6885;1,0253
11/04/2024;0,8728;0,6885;1,0251
11/04/2024;0,8718;0,6871;1,024
11/04/2024;0,8718;0,6869;1,0239
11/04/2024;0,8718;0,6871;1,0239
11/04/2024;0,8717;0,6871;1,0239
11/04/2024;0,8716;0,6869;1,0239
11/04/2024;0,8719;0,6872;1,0238
11/04/2024;0,8721;0,6872;1,0228
11/04/2024;0,8721;0,6877;1,0226
11/04/2024;0,8717;0,6875;1,0224
11/04/2024;0,8717;0,6874;1,0224
11/04/2024;0,8716;0,6877;1,0223
11/04/2024;0,8713;0,6874;1,022
11/04/2024;0,8705;0,6867;1,0214
11/04/2024;0,8704;0,6866;1,0214
11/04/2024;0,8704;0,6866;1,0211
11/04/2024;0,8707;0,6868;1,0214
11/04/2024;0,8711;0,6875;1,0219
11/04/2024;0,8705;0,6873;1,0216
11/04/2024;0,87;0,6869;1,0211
11/04/2024;0,8698;0,6863;1,0205
11/04/2024;0,8696;0,6865;1,0206
11/04/2024;0,8687;0,6863;1,0201
11/04/2024;0,8684;0,6859;1,0199
11/04/2024;0,8684;0,6856;1,0196
11/04/2024;0,8685;0,6854;1,0196
11/04/2024;0,8683;0,6853;1,0193
11/04/2024;0,8677;0,685;1,0189
11/04/2024;0,8672;0,6843;1,0183
11/04/2024;0,8673;0,6841;1,0183
11/04/2024;0,8667;0,6832;1,0177
11/04/2024;0,8664;0,683;1,0173
11/04/2024;0,8658;0,6823;1,0169
11/04/2024;0,8659;0,6824;1,0168
11/04/2024;0,8658;0,6825;1,0167
11/04/2024;0,8655;0,6823;1,0166
11/04/2024;0,8655;0,6824;1,0166
11/04/2024;0,8651;0,6821;1,0163
11/04/2024;0,865;0,6816;1,016
11/04/2024;0,865;0,6817;1,0159
11/04/2024;0,8648;0,6818;1,016
11/04/2024;0,8646;0,6816;1,0155
11/04/2024;0,8642;0,681;1,015
11/04/2024;0,8638;0,6806;1,0147
11/04/2024;0,8632;0,6803;1,0141
11/04/2024;0,8627;0,6797;1,0136
11/04/2024;0,8624;0,6793;1,0133
11/04/2024;0,8622;0,6793;1,013
11/04/2024;0,8624;0,6793;1,013
11/04/2024;0,8623;0,6792;1,013
11/04/2024;0,8623;0,6795;1,0129
11/04/2024;0,8622;0,6793;1,0126
11/04/2024;0,8625;0,6794;1,0126
11/04/2024;0,8618;0,679;1,0123
11/04/2024;0,8617;0,6784;1,012
11/04/2024;0,8619;0,6775;1,0123
11/04/2024;0,8618;0,677;1,0121
11/04/2024;0,8614;0,6767;1,0119
11/04/2024;0,8614;0,6769;1,0119
11/04/2024;0,8614;0,6767;1,0119
11/04/2024;0,8614;0,6771;1,0117
11/04/2024;0,8614;0,6772;1,0114
11/04/2024;0,8611;0,6771;1,0111
11/04/2024;0,8606;0,677;1,0109
11/04/2024;0,8607;0,6769;1,011
11/04/2024;0,8612;0,6777;1,0114
11/04/2024;0,861;0,6776;1,0112
11/04/2024;0,8612;0,6779;1,0114
11/04/2024;0,8612;0,6781;1,0111
11/04/2024;0,8611;0,6781;1,0112
11/04/2024;0,8605;0,6778;1,0105
11/04/2024;0,8602;0,6777;1,0105
11/04/2024;0,8525;0,6782;1,0105
11/04/2024;0,853;0,6782;1,0092
11/04/2024;0,853;0,6782;1,0091
11/04/2024;0,8537;0,6782;1,0091
11/04/2024;0,8543;0,6786;1,0095
11/04/2024;0,8545;0,6785;1,0091
